CompanyName,Address,City,State,ZIPCode,PrimarySICCode,PrimarySICDescription,Latitude,Longitude
Tamaleria Nuevo Leon,2669 W Vernor Hwy,Detroit,MI,48216,581208,Restaurants,42.3263395,-83.0800854
TGI Friday's,1 Detroit Metro Airport # N-18,Detroit,MI,48242,581208,Restaurants,42.21209836,-83.35168415
Tubby's Grilled Submarines,17195 Harper Ave,Detroit,MI,48224,581208,Restaurants,42.4174778,-82.935167
Tubby's Grilled Submarines,20325 W 8 Mile Rd,Detroit,MI,48219,581208,Restaurants,42.44353833,-83.24397899
Tubby's Grilled Submarines,3250 E Jefferson Ave,Detroit,MI,48207,581208,Restaurants,42.3411496,-83.0146721
Tubby's Grilled Submarines,5015 Livernois Ave,Detroit,MI,48210,581208,Restaurants,42.33666159,-83.1244857
Wendy's,12550 Gratiot Ave,Detroit,MI,48205,581208,Restaurants,42.41760735,-82.989078
Wendy's,14001 Livernois Ave,Detroit,MI,48238,581208,Restaurants,42.39152133,-83.139856
Wendy's,14401 W 7 Mile Rd,Detroit,MI,48235,581208,Restaurants,42.43070983,-83.18760992
Wendy's,17010 Harper Ave,Detroit,MI,48224,581208,Restaurants,42.41592681,-82.93741425
Wendy's,17420 Grand River Ave,Detroit,MI,48227,581208,Restaurants,42.39914713,-83.2142022
Wendy's,18430 Ford Rd,Detroit,MI,48228,581208,Restaurants,42.3301645,-83.2192861
Wendy's,19100 Kelly Rd,Detroit,MI,48224,581208,Restaurants,42.43525933,-82.95227321
Wendy's,22222 Grand River Ave,Detroit,MI,48219,581208,Restaurants,42.41767454,-83.2603429
Wendy's,2506 Worldgateway Pl,Detroit,MI,48242,581208,Restaurants,42.21209836,-83.35168415
Wendy's,3990 John R St,Detroit,MI,48201,581208,Restaurants,42.35092335,-83.05754815
Wendy's,4749 Conner St,Detroit,MI,48215,581208,Restaurants,42.38777111,-82.97211151
Wendy's,6601 E Jefferson Ave,Detroit,MI,48207,581208,Restaurants,42.3458805,-83.0060925
Wendy's,7850 Gratiot Ave,Detroit,MI,48213,581208,Restaurants,42.3781916,-83.014571
Wendy's,9768 Grand River Ave,Detroit,MI,48204,581208,Restaurants,42.36854961,-83.13827531
Which WICH Superior Sandwiches,645 Griswold St,Detroit,MI,48226,581208,Restaurants,42.33017398,-83.04707769
White Castle,10500 Gratiot Ave,Detroit,MI,48213,581208,Restaurants,42.40033585,-83.00038197
White Castle,15365 Wyoming St,Detroit,MI,48238,581208,Restaurants,42.403702,-83.1600562
White Castle,16737 Harper Ave,Detroit,MI,48224,581208,Restaurants,42.41427919,-82.94008698
White Castle,17739 Grand River Ave,Detroit,MI,48227,581208,Restaurants,42.40003968,-83.21689958
White Castle,1960 Michigan Ave,Detroit,MI,48216,581208,Restaurants,42.33147552,-83.0729281
White Castle,20409 James Couzens Fwy,Detroit,MI,48235,581208,Restaurants,42.4419904,-83.2007933
White Castle,2735 W Davison,Detroit,MI,48238,581208,Restaurants,42.3924821,-83.1232145
White Castle,6301 W Warren Ave,Detroit,MI,48210,581208,Restaurants,42.3442946,-83.1310657
White Castle,6364 Woodward Ave,Detroit,MI,48202,581208,Restaurants,42.36821872,-83.07186304
White Castle,8811 Greenfield Rd,Detroit,MI,48228,581208,Restaurants,42.3584874,-83.1974669
Wing Street,15610 E 8 Mile Rd,Detroit,MI,48205,581208,Restaurants,42.4498821,-82.96099119
Wingstop,1331 W 8 Mile Rd,Detroit,MI,48203,581208,Restaurants,42.42165862,-83.10229811
Zoup! Fresh Soup Co,200 Renaissance Ctr # 2012,Detroit,MI,48243,581208,Restaurants,42.32961774,-83.04071937
